
1,TS,Fiama Soaps Gel,FDW CLEAR SPRINGS 125 GMS,60,not found,not found
2,TS,Fiama Soaps Gel,FDW CLEAR SPRINGS 125GMSX3,180,174.0,http://www.amazon.in/Fiama-Di-Wills-Springs-Bathing/dp/B00JKHOGWM/ref=sr_1_1/279-1233104-7238821?ie=UTF8&qid=1457350626&sr=8-1&keywords=fiama+di+wills+clear+springs+125g+pack+of+3
3,TS,Fiama Soaps Gel,FDW EXOTIC DREAM 125GMS,60,not found,not found
4,TS,Fiama Soaps Gel,FDW EXOTIC DREAM 125GMSX3,180,180.0,http://www.amazon.in/Fiama-Di-Wills-Exotic-Bathing/dp/B00JKHOJ3S/ref=sr_1_1/279-9372010-1922905?ie=UTF8&qid=1457350633&sr=8-1&keywords=fiama+di+wills+exotic+dream+125g+pack+of+3
5,TS,Fiama Soaps Gel,FDW LA FANTASIA 125GMS,60,not found,not found
6,TS,Fiama Soaps Gel,FDW LA FANTASIA 125GMSX3,180,174.0,http://www.amazon.in/Fiama-Di-Wills-Fantasia-Bathing/dp/B00JKHOOSS/ref=sr_1_1/275-5433022-3667146?ie=UTF8&qid=1457350638&sr=8-1&keywords=fiama+di+wills+la+fantasia+125g+pack+of+3
7,TS,Fiama Soaps Gel,FDW LA FANTASIA 75GMS,36,not found,not found
8,TS,Fiama Soaps Gel,FDW MILD DEW 125GMSX3,180,174.0,http://www.amazon.in/Fiama-Di-Wills-Mild-Bathing/dp/B00DRE0KVU/ref=sr_1_1/280-8633766-1275921?ie=UTF8&qid=1457350645&sr=8-1&keywords=fiama+di+wills+mild+dew+125g+pack+of+3
9,TS,Fiama Soaps Gel,FDW MILD DEW SOAP 115 GMS,60,not found,not found
10,TS,Fiama Soaps Gel,FDW MILD DEW SOAP 75G,36,not found,not found
11,TS,Fiama Soaps Gel,FDW NATURE YOUNG 125GMS,60,not found,not found
12,TS,Fiama Soaps Gel,FDW NATURE YOUNG 75GMS,36,not found,not found
13,TS,Fiama Soaps Gel,FDW PURE RIO SPLASH 125GMS,60,not found,not found
